num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
80,9.715705680847169,30.480491352081298,34.89658675193787,71.66497147083282,18.7896728515625,62.25246233940125,175.39378418922425
