num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
80,0.007875124610741701,0.00878138300158057,0.0032361189482615384,0.00983045407193249,0.0043349195005523405,0.00863221207734369,0.007430817214164257
