instance,seed,num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
0,42,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,831,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,306,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,542,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
