num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
40,0.009004555797467173,0.00533308175019617,2e+99,0.008767907674170053,2e+99,0.008797614884220612,0.008963395923456834
