num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
40,5.44846248626709,17.52225179672241,28.899392426013947,58.87000751495361,52.35094940662384,46.210411071777344,6.077145099639893
