instance,seed,num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
0,42,80,0,0,48.87403440475464,361.23375725746155,13.081489086151123,4.844166994094849,138.13810086250305
1,831,80,0,0,33.49289417266846,75.4568977355957,9.308602809906006,8.099067687988281,132.64376401901245
2,306,80,0,0,0.08571720123291016,79.31415748596191,0.06987190246582031,78.53892207145691,27.13403034210205
3,542,80,0,0,3.0043129920959473,22.894311904907227,10.18420672416687,16.66758131980896,54.849127531051636
4,1,80,0,0,15.969399452209473,51.81793212890625,27.022796869277954,100.66942811012268,40.858495473861694
