num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
20,0.7933579921722412,97.13316025733948,0.2935756206512451,0.7032126903533935,0.2698238372802734,0.6653556823730469,0.650302505493164
