instance,seed,num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
0,42,60,0,0,3.0485856533050537,3.9058678150177,2.303799867630005,13.431411504745483,2.6292529106140137
1,831,60,0,0,5.444923639297485,6.832689046859741,20.76232099533081,4.447478771209717,4.537665843963623
2,306,60,0,0,3.015098810195923,0.6162340641021729,0.25456953048706055,0.3338935375213623,1.2954607009887695
3,542,60,0,0,294.40961503982544,11.460390567779541,797.7833273410797,94.783935546875,94.42595410346985
4,1,60,0,0,0.09852766990661621,0.16770601272583008,0.12418794631958008,0.5638799667358398,0.12530159950256348
