num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
20,1.2181092739105224,115.05873627662659,0.48800950050354003,0.9320143699645996,0.46089754104614256,0.8388187408447265,0.8303962230682373
