num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
60,6.9114001274108885,32.26003351211548,110.5878936290741,16.227478551864625,13.914330780506134,57.36631188392639,32.69021439552307
