num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
20,0.8405621528625489,94.5614155292511,0.29419984817504885,0.6679158687591553,0.6466404438018799,0.6335005760192871,0.6046993732452393
