instance,seed,num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
0,42,20,-311661.0,-311521.0,-312419.0,-312419.0,-312419.0,-310682.0,-310682.0
1,831,20,-187912.0,-187989.0,-187789.0,-187712.0,-187789.0,-187712.0,-187712.0
2,306,20,-220079.0,-220079.0,-220079.0,-220079.0,-220079.0,-220079.0,-220079.0
3,542,20,-238297.0,-237980.0,-238030.0,-238097.0,-238030.0,-238097.0,-238097.0
4,1,20,-244112.0,-244112.0,-244112.0,-244112.0,-244112.0,-244112.00000000084,-244112.00000000052
