num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
60,0.007684040129421711,0.007727053093237099,0.0027911052711165605,0.008141918742336378,2e+99,0.007040910389941929,0.009206593214660589
