num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
60,6.011841201782227,29.114899015426637,101.76764297485352,15.73709487915039,12.013339817523956,45.05787868499756,36.22145891189575
