num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
80,0.0026295154329113364,0.0020478421680145565,2.1367857226212124e-05,0.006000145428728735,2.0698870532888438e-05,0.004718337710338004,0.005218047104428391
