num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
20,0.009675035006440564,0.009671832714807729,0.008943704795069637,0.007989499438705052,0.008938511636015781,0.009242307428338157,0.009166122711339432
