instance,seed,num_patients,MIP,Network,iLBBD1,cLBBD1,iLBBD2p,cLBBD2p,cLBBD4p
0,42,5,-86823.0,-86823.0,-86823.0,-86823.0,-86823.0,-86823.0,-86823.0
1,831,5,-46441.0,-46441.0,-46441.0,-46441.0,-46441.0,-46441.0,-46441.0
2,306,5,-31393.0,-31393.0,-31393.0,-31393.0,-31393.0,-31393.0,-31393.0
3,542,5,-63600.0,-63600.0,-63600.0,-63600.0,-63600.0,-63600.0,-63600.0
4,1,5,-43744.0,-42279.0,-43744.0,-43744.0,-43744.0,-43744.0,-43744.0
